objectid,type,latitude,longitude,timestamp
790,bus,36.97261919656,127.87067635848,2024-06-19 16:57-22.929
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-22.956
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-22.990
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-23.028
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-23.056
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-23.103
790,bus,36.97261933301,127.8706761196,2024-06-19 16:57-23.122
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.157
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.191
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.215
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.255
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.285
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.320
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.348
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.389
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.416
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.454
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.483
790,bus,36.97261957213,127.87067567322,2024-06-19 16:57-23.522
790,bus,36.97261875947,127.87067706073,2024-06-19 16:57-23.550
790,bus,36.97261875947,127.87067706073,2024-06-19 16:57-23.590
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.616
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.657
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.694
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.723
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.753
790,bus,36.97261951382,127.87067591123,2024-06-19 16:57-23.790
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-23.829
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-23.859
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-23.897
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-23.921
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-23.958
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-24.010
790,bus,36.97261911658,127.87067631383,2024-06-19 16:57-24.095
790,bus,36.97261981402,127.87067525977,2024-06-19 16:57-24.123
790,bus,36.97261981402,127.87067525977,2024-06-19 16:57-24.191
790,bus,36.97261981402,127.87067525977,2024-06-19 16:57-24.219
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.256
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.290
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.317
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.374
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.386
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.424
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.459
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.491
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.516
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.574
790,bus,36.97261940796,127.87067557168,2024-06-19 16:57-24.585
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.628
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.664
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.694
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.722
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.762
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.790
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.825
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.882
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.893
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.933
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.982
790,bus,36.97261998974,127.87067507953,2024-06-19 16:57-24.988
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.024
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.062
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.085
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.148
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.159
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.224
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.257
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.290
790,bus,36.97261727667,127.87068036501,2024-06-19 16:57-25.326
790,bus,36.97261977232,127.87067796846,2024-06-19 16:57-25.351
790,bus,36.97262061996,127.87067511939,2024-06-19 16:57-25.388
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.415
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.455
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.525
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.558
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.594
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.626
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.662
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.690
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.724
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.757
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.792
790,bus,36.97262117589,127.87067344872,2024-06-19 16:57-25.826
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-25.859
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-25.888
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-25.951
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-25.992
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.018
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.083
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.094
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.135
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.180
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.189
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.230
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.263
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.287
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.397
790,bus,36.97262074247,127.87067283751,2024-06-19 16:57-26.415
790,bus,36.97261948418,127.87067886527,2024-06-19 16:57-26.486
790,bus,36.97261948418,127.87067886527,2024-06-19 16:57-26.502
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.534
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.580
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.590
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.656
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.691
790,bus,36.97261971083,127.87067673094,2024-06-19 16:57-26.716
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.759
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.789
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.823
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.859
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.890
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.926
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-26.956
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.027
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.093
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.126
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.157
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.188
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.222
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.249
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.299
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.321
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.360
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.392
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.428
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.457
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.492
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.556
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.600
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.624
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.664
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.696
790,bus,36.97261994112,127.87067505688,2024-06-19 16:57-27.726
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.759
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.825
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.889
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.929
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.951
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-27.987
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-28.017
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-28.057
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-28.083
790,bus,36.97261811565,127.87068137749,2024-06-19 16:57-28.123
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.148
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.189
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.215
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.256
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.284
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.322
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.348
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.389
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.416
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.457
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.490
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.514
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.555
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.584
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.629
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.653
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.696
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.719
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.767
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.796
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.825
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.893
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.924
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.958
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-28.991
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.019
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.058
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.113
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.124
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.167
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.200
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.223
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.255
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.285
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.317
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.358
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.387
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.427
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.453
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.492
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.524
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.561
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.593
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.624
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.658
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.713
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.723
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.803
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.823
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.858
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.884
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.924
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.950
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-29.990
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-30.015
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-30.057
790,bus,36.9726173595,127.87068122755,2024-06-19 16:57-30.086
